,Strain $\epsilon$ /-,Stress $\sigma$ /MPa
74,0.06166666666666667,0.11249999999999999
75,0.0625,0.11249999999999999
76,0.06333333333333332,0.09750000000000002
77,0.06416666666666666,0.12
78,0.065,0.1225
79,0.06583333333333333,0.10499999999999998
80,0.06666666666666667,0.10999999999999999
81,0.0675,0.11499999999999999
82,0.06833333333333333,0.1275
83,0.06916666666666667,0.11249999999999999
84,0.06999999999999999,0.12
85,0.07083333333333333,0.11249999999999999
86,0.07166666666666667,0.135
87,0.0725,0.1325
88,0.07333333333333333,0.1275
89,0.07416666666666667,0.10999999999999999
90,0.075,0.1325
91,0.07583333333333334,0.13749999999999998
92,0.07666666666666666,0.13
93,0.0775,0.1225
94,0.07833333333333334,0.13749999999999998
95,0.07916666666666666,0.1425
96,0.08,0.13
97,0.08083333333333334,0.135
98,0.08166666666666667,0.13999999999999999
99,0.08249999999999999,0.1525
100,0.08333333333333334,0.135
101,0.08416666666666667,0.145
102,0.08499999999999999,0.135
103,0.08583333333333333,0.15
104,0.08666666666666667,0.1525
105,0.0875,0.15
106,0.08833333333333333,0.13749999999999998
107,0.08916666666666666,0.155
108,0.09,0.1575
109,0.09083333333333334,0.155
110,0.09166666666666666,0.1475
111,0.0925,0.16
112,0.09333333333333334,0.165
113,0.09416666666666666,0.15
114,0.095,0.1575
115,0.09583333333333334,0.155
116,0.09666666666666666,0.165
117,0.0975,0.155
118,0.09833333333333333,0.1625
119,0.09916666666666667,0.15
120,0.1,0.17250000000000001
121,0.10083333333333333,0.17500000000000002
122,0.10166666666666666,0.17250000000000001
123,0.1025,0.1575
124,0.10333333333333332,0.18000000000000002
125,0.10416666666666667,0.17750000000000002
126,0.10500000000000001,0.17
127,0.10583333333333333,0.17
128,0.10666666666666666,0.17500000000000002
129,0.1075,0.18250000000000002
130,0.10833333333333332,0.165
131,0.10916666666666666,0.17
132,0.11000000000000001,0.17500000000000002
133,0.11083333333333334,0.1875
134,0.11166666666666666,0.18000000000000002
135,0.1125,0.1875
136,0.11333333333333333,0.17
137,0.11416666666666667,0.195
138,0.11499999999999999,0.195
139,0.11583333333333332,0.1925
140,0.11666666666666667,0.18000000000000002
141,0.11750000000000001,0.1975
142,0.11833333333333333,0.1975
143,0.11916666666666667,0.18250000000000002
144,0.12,0.1875
145,0.12083333333333332,0.1925
146,0.12166666666666666,0.2025
147,0.12250000000000001,0.19
148,0.12333333333333334,0.195
149,0.12416666666666668,0.1925
150,0.125,0.20749999999999996
151,0.12583333333333332,0.20500000000000002
152,0.12666666666666665,0.20749999999999996
153,0.1275,0.1925
154,0.12833333333333333,0.21499999999999997
155,0.12916666666666668,0.20999999999999996
156,0.13,0.1975
157,0.13083333333333333,0.195
158,0.13166666666666665,0.20500000000000002
159,0.1325,0.21499999999999997
160,0.13333333333333333,0.1975
161,0.13416666666666666,0.2025
162,0.135,0.20999999999999996
163,0.13583333333333333,0.22249999999999998
164,0.13666666666666666,0.21499999999999997
165,0.1375,0.22249999999999998
166,0.13833333333333334,0.20500000000000002
167,0.13916666666666666,0.22999999999999998
168,0.13999999999999999,0.22249999999999998
169,0.1408333333333333,0.22499999999999998
170,0.14166666666666666,0.20749999999999996
171,0.14250000000000002,0.22249999999999998
172,0.14333333333333334,0.22499999999999998
173,0.14416666666666667,0.21249999999999997
174,0.145,0.21749999999999997
175,0.14583333333333331,0.21999999999999997
176,0.14666666666666667,0.22749999999999998
177,0.14750000000000002,0.21249999999999997
178,0.14833333333333334,0.22499999999999998
179,0.14916666666666667,0.21749999999999997
180,0.15,0.235
181,0.15083333333333332,0.235
182,0.15166666666666667,0.2375
183,0.1525,0.21999999999999997
184,0.15333333333333332,0.2425
185,0.15416666666666667,0.2425
186,0.155,0.22999999999999998
187,0.15583333333333332,0.22999999999999998
188,0.15666666666666668,0.235
189,0.1575,0.2425
190,0.15833333333333333,0.22999999999999998
191,0.15916666666666665,0.2375
192,0.16,0.23249999999999998
193,0.16083333333333333,0.245
194,0.16166666666666668,0.2475
195,0.1625,0.2475
196,0.16333333333333333,0.22499999999999998
197,0.16416666666666666,0.2475
198,0.16499999999999998,0.25
199,0.16583333333333333,0.25
200,0.16666666666666669,0.2375
201,0.1675,0.2575
202,0.16833333333333333,0.2575
203,0.16916666666666666,0.245
204,0.16999999999999998,0.25
205,0.17083333333333334,0.2525
206,0.17166666666666666,0.265
207,0.1725,0.255
208,0.17333333333333334,0.2575
209,0.17416666666666666,0.2475
210,0.175,0.2625
211,0.17583333333333334,0.26
212,0.17666666666666667,0.2575
213,0.1775,0.245
214,0.17833333333333332,0.265
215,0.17916666666666667,0.265
216,0.18,0.25
217,0.18083333333333335,0.2575
218,0.18166666666666667,0.265
219,0.1825,0.275
220,0.18333333333333332,0.26
221,0.18416666666666665,0.265
222,0.185,0.2575
223,0.18583333333333335,0.2775
224,0.18666666666666668,0.275
225,0.1875,0.2775
226,0.18833333333333332,0.26
227,0.18916666666666665,0.2775
228,0.19,0.275
229,0.19083333333333333,0.2625
230,0.19166666666666668,0.27
231,0.1925,0.27
232,0.19333333333333333,0.28250000000000003
233,0.19416666666666665,0.2675
234,0.195,0.27
235,0.19583333333333333,0.2675
236,0.19666666666666666,0.28750000000000003
237,0.19749999999999998,0.28750000000000003
238,0.19833333333333333,0.28250000000000003
239,0.19916666666666666,0.265
240,0.2,0.2925
241,0.20083333333333334,0.29000000000000004
242,0.20166666666666666,0.28250000000000003
243,0.20249999999999999,0.28
244,0.2033333333333333,0.28750000000000003
245,0.20416666666666666,0.295
246,0.205,0.28
247,0.2058333333333333,0.28250000000000003
248,0.20666666666666664,0.28500000000000003
249,0.20750000000000002,0.295
250,0.20833333333333334,0.29000000000000004
251,0.20916666666666667,0.2925
252,0.21000000000000002,0.2775
253,0.21083333333333334,0.2975
254,0.21166666666666667,0.2975
255,0.2125,0.2925
256,0.21333333333333332,0.28250000000000003
257,0.21416666666666667,0.3
258,0.215,0.3025
259,0.21583333333333332,0.29000000000000004
260,0.21666666666666665,0.2925
261,0.21749999999999997,0.2975
262,0.21833333333333332,0.3075
263,0.21916666666666665,0.305
264,0.22000000000000003,0.305
265,0.22083333333333335,0.28500000000000003
266,0.22166666666666668,0.31
267,0.2225,0.3075
268,0.22333333333333333,0.3025
269,0.22416666666666668,0.28750000000000003
270,0.225,0.31
271,0.22583333333333333,0.3125
272,0.22666666666666666,0.2975
273,0.22749999999999998,0.305
274,0.22833333333333333,0.3075
275,0.22916666666666666,0.3125
276,0.22999999999999998,0.305
277,0.2308333333333333,0.305
278,0.23166666666666663,0.2975
279,0.2325,0.315
280,0.23333333333333334,0.315
281,0.2341666666666667,0.3175
282,0.23500000000000001,0.3
283,0.23583333333333334,0.315
284,0.23666666666666666,0.32
285,0.2375,0.3075
286,0.23833333333333334,0.3125
287,0.23916666666666667,0.3125
288,0.24,0.3225
289,0.24083333333333332,0.31
290,0.24166666666666664,0.315
291,0.2425,0.305
292,0.24333333333333332,0.3225
293,0.24416666666666664,0.3225
294,0.24500000000000002,0.3225
295,0.24583333333333335,0.3075
296,0.24666666666666667,0.325
297,0.2475,0.325
298,0.24833333333333335,0.3125
299,0.24916666666666668,0.315
300,0.25,0.32
301,0.25083333333333335,0.33
302,0.25166666666666665,0.3125
303,0.2525,0.325
304,0.2533333333333333,0.315
305,0.25416666666666665,0.33
306,0.255,0.3325
307,0.2558333333333333,0.3325
308,0.25666666666666665,0.315
309,0.2575,0.3375
310,0.25833333333333336,0.335
311,0.25916666666666666,0.325
312,0.26,0.325
313,0.26083333333333336,0.33
314,0.26166666666666666,0.34
315,0.2625,0.325
316,0.2633333333333333,0.3275
317,0.26416666666666666,0.3225
318,0.265,0.3375
319,0.2658333333333333,0.34
320,0.26666666666666666,0.3375
321,0.26749999999999996,0.3225
322,0.2683333333333333,0.3425
323,0.26916666666666667,0.34500000000000003
324,0.27,0.3375
325,0.27083333333333337,0.335
326,0.27166666666666667,0.34
327,0.2725,0.34750000000000003
328,0.2733333333333333,0.3325
329,0.27416666666666667,0.34
330,0.275,0.335
331,0.2758333333333333,0.35000000000000003
332,0.27666666666666667,0.35000000000000003
333,0.27749999999999997,0.35000000000000003
334,0.2783333333333333,0.3325
335,0.2791666666666667,0.35250000000000004
336,0.27999999999999997,0.34750000000000003
337,0.2808333333333333,0.34500000000000003
338,0.2816666666666666,0.335
339,0.28250000000000003,0.34500000000000003
340,0.2833333333333333,0.35250000000000004
341,0.2841666666666667,0.34
342,0.28500000000000003,0.34500000000000003
343,0.28583333333333333,0.34500000000000003
344,0.2866666666666667,0.36
345,0.2875,0.35500000000000004
346,0.28833333333333333,0.3575
347,0.2891666666666667,0.34
348,0.29,0.3625
349,0.29083333333333333,0.36
350,0.29166666666666663,0.35250000000000004
351,0.2925,0.35000000000000003
352,0.29333333333333333,0.3575
353,0.29416666666666663,0.3675
354,0.29500000000000004,0.34750000000000003
355,0.29583333333333334,0.35250000000000004
356,0.2966666666666667,0.35250000000000004
357,0.2975,0.365
358,0.29833333333333334,0.36
359,0.2991666666666667,0.36
360,0.3,0.34500000000000003
361,0.30083333333333334,0.3625
362,0.30166666666666664,0.365
363,0.3025,0.3675
364,0.30333333333333334,0.35250000000000004
365,0.30416666666666664,0.37
366,0.305,0.3725
367,0.3058333333333333,0.3575
368,0.30666666666666664,0.3625
369,0.3075,0.3675
370,0.30833333333333335,0.3725
371,0.3091666666666667,0.37
372,0.31,0.37
373,0.31083333333333335,0.35000000000000003
374,0.31166666666666665,0.37
375,0.3125,0.37
376,0.31333333333333335,0.3675
377,0.31416666666666665,0.35500000000000004
378,0.315,0.3725
379,0.3158333333333333,0.3775
380,0.31666666666666665,0.365
381,0.3175,0.37
382,0.3183333333333333,0.3775
383,0.31916666666666665,0.385
384,0.32,0.3825
385,0.32083333333333336,0.3825
386,0.32166666666666666,0.3625
387,0.3225,0.38
388,0.32333333333333336,0.38
389,0.32416666666666666,0.3825
390,0.325,0.37
391,0.3258333333333333,0.3775
392,0.32666666666666666,0.3825
393,0.3275,0.3675
394,0.3283333333333333,0.3725
395,0.32916666666666666,0.3775
396,0.32999999999999996,0.3875
397,0.3308333333333333,0.38
398,0.33166666666666667,0.3825
399,0.33249999999999996,0.3675
400,0.33333333333333337,0.3925
401,0.33416666666666667,0.3875
402,0.335,0.3875
403,0.3358333333333333,0.375
404,0.33666666666666667,0.3825
405,0.3375,0.395
406,0.3383333333333333,0.38
407,0.33916666666666667,0.385
408,0.33999999999999997,0.3875
409,0.3408333333333333,0.395
410,0.3416666666666667,0.3925
411,0.34249999999999997,0.39
412,0.3433333333333333,0.3725
413,0.3441666666666666,0.395
414,0.345,0.39
415,0.3458333333333333,0.3875
416,0.3466666666666667,0.3825
417,0.34750000000000003,0.3925
418,0.34833333333333333,0.3975
419,0.3491666666666667,0.385
420,0.35,0.39
421,0.35083333333333333,0.3925
422,0.3516666666666667,0.4
423,0.3525,0.4
424,0.35333333333333333,0.4
425,0.35416666666666663,0.39
426,0.355,0.405
427,0.35583333333333333,0.405
428,0.35666666666666663,0.3925
429,0.3575,0.3925
430,0.35833333333333334,0.3975
431,0.3591666666666667,0.405
432,0.36,0.3925
433,0.36083333333333334,0.395
434,0.3616666666666667,0.3925
435,0.3625,0.41000000000000003
436,0.36333333333333334,0.41000000000000003
437,0.36416666666666664,0.405
438,0.365,0.39
439,0.36583333333333334,0.41000000000000003
440,0.36666666666666664,0.40750000000000003
441,0.3675,0.4
442,0.3683333333333333,0.4
443,0.36916666666666664,0.4025
444,0.37,0.41000000000000003
445,0.37083333333333335,0.3975
446,0.3716666666666667,0.405
447,0.3725,0.3975
448,0.37333333333333335,0.41999999999999993
449,0.37416666666666665,0.41500000000000004
450,0.375,0.41500000000000004
451,0.37583333333333335,0.395
452,0.37666666666666665,0.41750000000000004
453,0.3775,0.41750000000000004
454,0.3783333333333333,0.4
455,0.37916666666666665,0.405
456,0.38,0.40750000000000003
457,0.3808333333333333,0.41500000000000004
458,0.38166666666666665,0.405
459,0.38249999999999995,0.41250000000000003
460,0.38333333333333336,0.4025
461,0.38416666666666666,0.4275
462,0.385,0.42499999999999993
463,0.38583333333333336,0.4225
464,0.38666666666666666,0.405
465,0.3875,0.4225
466,0.3883333333333333,0.4225
467,0.38916666666666666,0.40750000000000003
468,0.39,0.41500000000000004
469,0.3908333333333333,0.41250000000000003
470,0.39166666666666666,0.4275
471,0.39249999999999996,0.41500000000000004
472,0.3933333333333333,0.42499999999999993
473,0.39416666666666667,0.41000000000000003
474,0.39499999999999996,0.4275
475,0.39583333333333337,0.42999999999999994
476,0.39666666666666667,0.4275
477,0.3975,0.41250000000000003
478,0.3983333333333333,0.42999999999999994
479,0.39916666666666667,0.4325
480,0.4,0.41500000000000004
481,0.40083333333333326,0.41999999999999993
482,0.40166666666666667,0.41999999999999993
483,0.4025,0.4325
484,0.4033333333333333,0.42499999999999993
485,0.4041666666666667,0.4275
486,0.40499999999999997,0.41500000000000004
487,0.4058333333333334,0.43499999999999994
488,0.4066666666666666,0.4375
489,0.40750000000000003,0.43499999999999994
490,0.4083333333333333,0.4275
491,0.4091666666666667,0.42999999999999994
492,0.41,0.4375
493,0.41083333333333333,0.41750000000000004
494,0.4116666666666666,0.42499999999999993
495,0.4125,0.42499999999999993
496,0.4133333333333333,0.4425
497,0.4141666666666667,0.43999999999999995
498,0.41500000000000004,0.43499999999999994
499,0.41583333333333333,0.41750000000000004
500,0.4166666666666667,0.4425
501,0.4175,0.4425
502,0.41833333333333333,0.42999999999999994
503,0.41916666666666663,0.42499999999999993
504,0.42000000000000004,0.43499999999999994
505,0.4208333333333333,0.4425
506,0.4216666666666667,0.4275
507,0.4225,0.42999999999999994
508,0.42333333333333334,0.4325
509,0.42416666666666664,0.44999999999999996
510,0.425,0.4425
511,0.4258333333333333,0.4425
512,0.42666666666666664,0.42499999999999993
513,0.42750000000000005,0.44999999999999996
514,0.42833333333333334,0.44499999999999995
515,0.4291666666666667,0.4325
516,0.43,0.4325
517,0.43083333333333335,0.4375
518,0.43166666666666664,0.44999999999999996
519,0.4325,0.4325
520,0.4333333333333333,0.4375
521,0.4341666666666667,0.42999999999999994
522,0.43499999999999994,0.4475
523,0.43583333333333335,0.4475
524,0.43666666666666665,0.4475
525,0.4375,0.43499999999999994
526,0.4383333333333333,0.4575
527,0.43916666666666665,0.45499999999999996
528,0.44000000000000006,0.43999999999999995
529,0.4408333333333333,0.4475
530,0.4416666666666667,0.44999999999999996
531,0.4425,0.45499999999999996
532,0.44333333333333336,0.44999999999999996
533,0.44416666666666665,0.4525
534,0.445,0.4325
535,0.4458333333333333,0.45499999999999996
536,0.44666666666666666,0.45499999999999996
537,0.44749999999999995,0.44999999999999996
538,0.44833333333333336,0.43499999999999994
539,0.4491666666666666,0.44999999999999996
540,0.45,0.4575
541,0.4508333333333333,0.4425
542,0.45166666666666666,0.4475
543,0.4525,0.4525
544,0.4533333333333333,0.4625
545,0.4541666666666667,0.4575
546,0.45499999999999996,0.45999999999999996
547,0.45583333333333337,0.44499999999999995
548,0.45666666666666667,0.4625
549,0.4575,0.4625
550,0.4583333333333333,0.4575
551,0.45916666666666667,0.44999999999999996
552,0.45999999999999996,0.4525
553,0.4608333333333333,0.4625
554,0.4616666666666666,0.44999999999999996
555,0.4625,0.45499999999999996
556,0.46333333333333326,0.45499999999999996
557,0.46416666666666667,0.47
558,0.465,0.4625
559,0.4658333333333333,0.4625
560,0.4666666666666667,0.4475
561,0.46749999999999997,0.47
562,0.4683333333333334,0.47
563,0.4691666666666666,0.4625
564,0.47000000000000003,0.45499999999999996
565,0.4708333333333333,0.45999999999999996
566,0.4716666666666667,0.47250000000000003
567,0.4725,0.45999999999999996
568,0.47333333333333333,0.46499999999999997
569,0.4741666666666666,0.45499999999999996
570,0.475,0.47250000000000003
571,0.4758333333333333,0.475
572,0.4766666666666667,0.47250000000000003
573,0.47750000000000004,0.45499999999999996
574,0.47833333333333333,0.47250000000000003
575,0.4791666666666667,0.47
576,0.48,0.45999999999999996
577,0.48083333333333333,0.4625
578,0.48166666666666663,0.4625
579,0.48250000000000004,0.475
580,0.4833333333333333,0.4575
581,0.4841666666666667,0.47
582,0.485,0.46499999999999997
583,0.48583333333333334,0.48250000000000004
584,0.48666666666666664,0.48250000000000004
585,0.4875,0.47750000000000004
586,0.4883333333333333,0.46499999999999997
587,0.48916666666666664,0.47750000000000004
588,0.49000000000000005,0.48
589,0.49083333333333334,0.4625
590,0.4916666666666667,0.47250000000000003
591,0.4925,0.47
592,0.49333333333333335,0.48
593,0.49416666666666664,0.47250000000000003
594,0.495,0.48
595,0.4958333333333333,0.45999999999999996
596,0.4966666666666667,0.485
597,0.49749999999999994,0.48250000000000004
598,0.49833333333333335,0.48250000000000004
599,0.49916666666666665,0.47
600,0.5,0.48250000000000004
601,0.5008333333333332,0.485
602,0.5016666666666667,0.47
603,0.5025000000000001,0.47750000000000004
604,0.5033333333333333,0.47750000000000004
605,0.5041666666666667,0.49
606,0.505,0.485
607,0.5058333333333334,0.48750000000000004
608,0.5066666666666666,0.4675
609,0.5075000000000001,0.49
610,0.5083333333333333,0.495
611,0.5091666666666667,0.48250000000000004
612,0.51,0.475
613,0.5108333333333334,0.48
614,0.5116666666666666,0.49250000000000005
615,0.5125,0.475
616,0.5133333333333333,0.47750000000000004
617,0.5141666666666667,0.48
618,0.515,0.495
619,0.5158333333333334,0.49250000000000005
620,0.5166666666666667,0.49
621,0.5175,0.47750000000000004
622,0.5183333333333333,0.5
623,0.5191666666666667,0.495
624,0.52,0.48250000000000004
625,0.5208333333333333,0.485
626,0.5216666666666667,0.48750000000000004
627,0.5225,0.5
628,0.5233333333333333,0.485
629,0.5241666666666667,0.49
630,0.525,0.475
631,0.5258333333333333,0.5
632,0.5266666666666666,0.49750000000000005
633,0.5275000000000001,0.495
634,0.5283333333333333,0.48250000000000004
635,0.5291666666666667,0.5
636,0.53,0.5
637,0.5308333333333334,0.48750000000000004
638,0.5316666666666666,0.49250000000000005
639,0.5325,0.49250000000000005
640,0.5333333333333333,0.5
641,0.5341666666666667,0.495
642,0.5349999999999999,0.495
643,0.5358333333333334,0.48
644,0.5366666666666666,0.5025000000000001
645,0.5375,0.505
646,0.5383333333333333,0.5
647,0.5391666666666667,0.49
648,0.54,0.5025000000000001
649,0.5408333333333333,0.5075000000000001
650,0.5416666666666667,0.49250000000000005
651,0.5425,0.495
652,0.5433333333333333,0.5
653,0.5441666666666667,0.5125000000000001
654,0.545,0.5075000000000001
655,0.5458333333333333,0.505
656,0.5466666666666666,0.48750000000000004
657,0.5475,0.5125000000000001
658,0.5483333333333333,0.51
659,0.5491666666666666,0.49750000000000005
660,0.55,0.495
661,0.5508333333333333,0.5
662,0.5516666666666666,0.51
663,0.5525,0.49750000000000005
664,0.5533333333333333,0.505
665,0.5541666666666667,0.495
666,0.5549999999999999,0.515
667,0.5558333333333334,0.515
668,0.5566666666666666,0.5125000000000001
669,0.5575,0.495
670,0.5583333333333333,0.5125000000000001
671,0.5591666666666667,0.515
672,0.5599999999999999,0.5
673,0.5608333333333333,0.505
674,0.5616666666666666,0.5025000000000001
675,0.5625,0.515
676,0.5633333333333332,0.505
677,0.5641666666666667,0.5125000000000001
678,0.5650000000000001,0.49750000000000005
679,0.5658333333333333,0.5175000000000001
680,0.5666666666666667,0.5175000000000001
681,0.5675,0.515
682,0.5683333333333334,0.5
683,0.5691666666666666,0.5175000000000001
684,0.5700000000000001,0.5225000000000001
685,0.5708333333333333,0.5025000000000001
686,0.5716666666666667,0.5075000000000001
687,0.5725,0.51
688,0.5733333333333334,0.5225000000000001
689,0.5741666666666666,0.5175000000000001
690,0.575,0.52
691,0.5758333333333333,0.505
692,0.5766666666666667,0.5275
693,0.5775,0.5225000000000001
694,0.5783333333333334,0.515
695,0.5791666666666667,0.51
696,0.58,0.5125000000000001
697,0.5808333333333333,0.5225000000000001
698,0.5816666666666667,0.5075000000000001
699,0.5825,0.5125000000000001
700,0.5833333333333333,0.5125000000000001
701,0.5841666666666667,0.5275
702,0.585,0.525
703,0.5858333333333333,0.5275
704,0.5866666666666667,0.51
705,0.5875,0.5325
706,0.5883333333333333,0.535
707,0.5891666666666666,0.5225000000000001
708,0.5900000000000001,0.52
709,0.5908333333333333,0.5175000000000001
710,0.5916666666666667,0.5275
711,0.5925,0.52
712,0.5933333333333334,0.5275
713,0.5941666666666666,0.51
714,0.595,0.53
715,0.5958333333333333,0.5275
716,0.5966666666666667,0.5275
717,0.5974999999999999,0.5125000000000001
718,0.5983333333333334,0.5325
719,0.5991666666666666,0.535
720,0.6,0.5175000000000001
721,0.6008333333333333,0.5225000000000001
722,0.6016666666666667,0.5275
723,0.6025,0.535
724,0.6033333333333333,0.525
725,0.6041666666666667,0.5325
726,0.605,0.5175000000000001
727,0.6058333333333333,0.535
728,0.6066666666666667,0.5375
729,0.6075,0.5375
730,0.6083333333333333,0.525
731,0.6091666666666666,0.5325
732,0.61,0.54
733,0.6108333333333333,0.52
734,0.6116666666666666,0.53
735,0.6125,0.53
736,0.6133333333333333,0.5375
737,0.6141666666666666,0.5325
738,0.615,0.5325
739,0.6158333333333333,0.5175000000000001
740,0.6166666666666667,0.5425
741,0.6174999999999999,0.54
742,0.6183333333333334,0.5325
743,0.6191666666666666,0.5325
744,0.62,0.535
745,0.6208333333333333,0.5475
746,0.6216666666666667,0.53
747,0.6224999999999999,0.54
748,0.6233333333333333,0.5275
749,0.6241666666666666,0.55
750,0.625,0.5425
751,0.6258333333333332,0.54
752,0.6266666666666667,0.525
753,0.6275000000000001,0.54
754,0.6283333333333333,0.5425
755,0.6291666666666667,0.53
756,0.63,0.535
757,0.6308333333333334,0.5375
758,0.6316666666666666,0.55
759,0.6325000000000001,0.5375
760,0.6333333333333333,0.5425
761,0.6341666666666667,0.5325
762,0.635,0.5525
763,0.6358333333333334,0.55
764,0.6366666666666666,0.5475
765,0.6375,0.535
766,0.6383333333333333,0.5425
767,0.6391666666666667,0.5525
768,0.64,0.535
769,0.6408333333333334,0.5425
770,0.6416666666666667,0.5425
771,0.6425,0.555
772,0.6433333333333333,0.5525
773,0.6441666666666667,0.55
774,0.645,0.535
775,0.6458333333333333,0.5525
776,0.6466666666666667,0.555
777,0.6475,0.5425
778,0.6483333333333333,0.545
779,0.6491666666666667,0.5475
780,0.65,0.5575
781,0.6508333333333333,0.5375
782,0.6516666666666666,0.5475
783,0.6525,0.5375
784,0.6533333333333333,0.5650000000000001
785,0.6541666666666667,0.5650000000000001
786,0.655,0.5575
787,0.6558333333333334,0.5425
788,0.6566666666666666,0.5575
789,0.6575,0.5625
790,0.6583333333333333,0.5425
791,0.6591666666666667,0.5475
792,0.6599999999999999,0.5475
793,0.6608333333333334,0.5625
794,0.6616666666666666,0.555
795,0.6625,0.555
796,0.6633333333333333,0.54
797,0.6641666666666667,0.5650000000000001
798,0.6649999999999999,0.5650000000000001
799,0.6658333333333333,0.5575
800,0.6666666666666667,0.555
801,0.6675,0.5575
802,0.6683333333333333,0.5674999999999999
803,0.6691666666666667,0.5475
804,0.67,0.555
805,0.6708333333333333,0.55
806,0.6716666666666666,0.5650000000000001
807,0.6725,0.5650000000000001
808,0.6733333333333333,0.5625
809,0.6741666666666666,0.545
810,0.675,0.5674999999999999
811,0.6758333333333333,0.57
812,0.6766666666666666,0.555
813,0.6775,0.5575
814,0.6783333333333333,0.56
815,0.6791666666666667,0.57
816,0.6799999999999999,0.56
817,0.6808333333333334,0.5650000000000001
818,0.6816666666666666,0.55
819,0.6825,0.5674999999999999
820,0.6833333333333333,0.57
821,0.6841666666666667,0.57
822,0.6849999999999999,0.5525
823,0.6858333333333333,0.5674999999999999
824,0.6866666666666666,0.5725
825,0.6875,0.5575
826,0.6883333333333332,0.5625
827,0.6891666666666667,0.5650000000000001
828,0.69,0.575
829,0.6908333333333333,0.57
830,0.6916666666666667,0.5725
831,0.6925,0.555
832,0.6933333333333334,0.58
833,0.6941666666666666,0.575
834,0.6950000000000001,0.5650000000000001
835,0.6958333333333333,0.56
836,0.6966666666666667,0.5650000000000001
837,0.6975,0.5774999999999999
838,0.6983333333333334,0.5625
839,0.6991666666666666,0.5674999999999999
840,0.7,0.56
841,0.7008333333333333,0.58
842,0.7016666666666667,0.575
843,0.7024999999999999,0.575
844,0.7033333333333334,0.5575
845,0.7041666666666667,0.58
846,0.705,0.58
847,0.7058333333333333,0.5625
848,0.7066666666666667,0.57
849,0.7075,0.57
850,0.7083333333333333,0.585
851,0.7091666666666667,0.575
852,0.71,0.58
853,0.7108333333333333,0.5674999999999999
854,0.7116666666666667,0.585
855,0.7125,0.585
856,0.7133333333333333,0.5774999999999999
857,0.7141666666666666,0.5725
858,0.715,0.5725
859,0.7158333333333333,0.58
860,0.7166666666666667,0.5674999999999999
861,0.7175,0.57
862,0.7183333333333334,0.575
863,0.7191666666666666,0.5825
864,0.72,0.585
865,0.7208333333333333,0.585
866,0.7216666666666667,0.5674999999999999
867,0.7224999999999999,0.5925
868,0.7233333333333334,0.59
869,0.7241666666666666,0.575
870,0.725,0.5774999999999999
